Sample date,Weather,Location,Site Reference,Temperature,pH ,Conductivity,Dissolved Oxygen,Turburdity,Nitrite ,Nitrate ,Total Coliforms ,E-Coli,Faecal Streptococci,Ammonium as NH4 ,B.O.D ,C.O.D. ,Phosphate mg/l,Salinity (ppt)
02-Oct-03,Heavy Rain,Manor Wood,6,14.15,7.78,738.3,67.2,,,,15000,2400,,0.07,<2,,,
02-Oct-03,Heavy Rain,Malago Vale gasworks,7,12.22,7.54,915.2,57.4,,,,1400,600,,0.15,2,,,
02-Oct-03,Heavy Rain,Lynet Way,8,11.77,7.91,892.6,70.3,,,,240000,40000,,0.06,4,,,
02-Oct-03,Heavy Rain,Allison Road,9,12.21,7.71,863.8,61.5,,,,19000,12000,,0.05,30,,,
02-Oct-03,Heavy Rain,Cadogan Road,10,12.67,7.48,953.6,25.8,,,,7000,3800,,0.21,17,,,
02-Oct-03,Heavy Rain,St Georges Park Lake,11,13.86,7.54,506.5,28.3,,,,400,600,,0.11,8,,,
02-Oct-03,Heavy Rain,Dubbers Lane,12,13.9,7.69,717.4,71,,,,1600,1200,,6.05,23,,,
02-Oct-03,Heavy Rain,Eastville Park Lake,13,13.24,7.75,547,72.5,,,,1800,800,,0.15,5,,,
02-Oct-03,Heavy Rain,Snuff Mills,14,13.24,7.75,546.7,72.5,,,,600,400,,0.06,4,,,
02-Oct-03,Heavy Rain,Mina Park ,15,13.72,8.17,244.9,76.6,,,,380000,240000,,0.45,25,,,
02-Oct-03,Heavy Rain,Conham Vale,16,13.67,7.94,1401.5,67.7,,,,8800,4200,,0.44,2,,,
05-Nov-03,Sunny,Avonmouth Rhine,1,11.24,7.29,1195.1,18.5,,,,1200,200,,14.4,<2,,,
05-Nov-03,Sunny,Trowbridge Road,2,12.24,7.81,727.4,70.7,,,,12000,2200,,0.21,3,,,
05-Nov-03,Sunny,Coombe Dingle,3,11.05,7.8,748,82.3,,,,1400,1000,,0.16,2,,,
05-Nov-03,Sunny,Crow Lane,3a,11.56,7.44,779.8,46.5,,,,160000,13000,,0.39,7,,,
05-Nov-03,Sunny,Ashton vale,4,11.25,7.52,804.3,33.6,,,,17000,8800,,0.5,4,,,
05-Nov-03,Sunny,Hartcliffe Way,5,no data,,,,,,,800,400,,0.24,<2,,,
05-Nov-03,Sunny,Manor Wood,6,12.21,7.83,716,81,,,,80000,15000,,0.35,4,,,
05-Nov-03,Sunny,Malago Vale gasworks,7,11.32,7.58,1075.3,46.2,,,,3400,1200,,0.44,3,,,
05-Nov-03,Sunny,Cadogan Road,10,12.47,7.39,833.8,36.2,,,,600,<200,,0.74,9,,,
06-Nov-03,Overcast,Lynet Way,8,11.93,7.57,748.3,74,,,,480000,100000,,0.17,8,,,
06-Nov-03,Overcast,Allison Road,9,11.87,7.8,747.4,111.4,,,,160000,60000,,0.37,5,,,
06-Nov-03,Overcast,St Georges Park Lake,11,10.59,7.6,485.9,54.9,,,,2000,800,,0.25,10,,,
06-Nov-03,Overcast,Dubbers Lane,12,12.54,7.58,1643.7,52.8,,,,7400,1000,,15.3,3,,,
06-Nov-03,Overcast,Eastville Park Lake,13,9.59,7.82,546.7,84.7,,,,1500,1200,,0.21,4,,,
06-Nov-03,Overcast,Snuff Mills,14,10.58,7.78,690.6,84.1,,,,<200,<200,,0.13,2,,,
06-Nov-03,Overcast,Mina Park ,15,12.52,7.91,9603.7,51.2,,,,320000,19000,,0.45,47,,,
06-Nov-03,Overcast,Conham Vale,16,9.99,7.68,662.5,92.7,,,,18000,12000,,0.92,5,,,
02-Dec-03,Overcast,Avonmouth Rhine,1,8.04,7.31,1123.6,30.8,,,,200,200,,9.12,3,,,
02-Dec-03,Overcast,Trowbridge Road,2,10.19,7.69,655.5,91.8,,,,40000,16000,,0.23,2,,,
02-Dec-03,Overcast,Coombe Dingle,3,9.53,7.94,662.6,95.5,,,,10000,3400,,0.31,2,,,
02-Dec-03,Overcast,Crow Lane,3a,9.55,7.87,724.1,84.1,,,,17000,3800,,0.32,<2,,,
02-Dec-03,Overcast,Ashton vale,4,9.48,7.42,618.6,42.7,,,,120000,80000,,0.62,6,,,
02-Dec-03,Overcast,Hartcliffe Way,5,10.11,7.92,581.5,84.5,,,,15000,2400,,0.55,3,,,
02-Dec-03,Overcast,Manor Wood,6,10.18,7.8,589.6,99,,,,19000,8200,,0.36,4,,,
02-Dec-03,Overcast,Malago Vale gasworks,7,9.38,7.45,1073.7,56.4,,,,7200,3000,,0.19,<2,,,
04-Dec-03,Overcast,Lynet Way,8,9.42,7.72,598.8,94.9,,,,13000,1800,,0.07,<2,,,
04-Dec-03,Overcast,Allison Road,9,9.47,7.93,637.2,10.84,,,,12000,4300,,0.1,<5,,,
04-Dec-03,Overcast,Cadogan Road,10,10.79,7.38,818.6,76.5,,,,140000,12000,,0.2,6,,,
04-Dec-03,Overcast,St Georges Park Lake,11,7.33,7.13,462.5,38.5,,,,3400,400,,0.9,3,,,
04-Dec-03,Overcast,Dubbers Lane,12,10.96,7.65,1406,67.1,,,,60000,1800,,10.3,<2,,,
04-Dec-03,Overcast,Eastville Park Lake,13,7.19,7.67,558.2,65.4,,,,2600,1600,,0.67,3,,,
04-Dec-03,Overcast,Snuff Mills,14,8.84,7.96,665.3,98.5,,,,4200,3000,,0.05,<2,,,
04-Dec-03,Overcast,Mina Park ,15,9.81,8.03,1049.3,81,,,,14000,6600,,0.05,2,,,
04-Dec-03,Overcast,Conham Vale,16,8.8,7.77,617,98.7,,,,40000,10000,,0.05,<2,,,
28-Jan-04,Sunny ,Avonmouth Rhine,1,6.82,7.49,1261.4,10.1,,,,800,<200,,29.1,5,,,
28-Jan-04,Sunny ,Trowbridge Road,2,6.56,8.04,843,73.3,,,,21000,13000,,1.11,4,,,
28-Jan-04,Sunny ,Coombe Dingle,3,5.64,7.98,1015.7,95,,,,6600,1800,,0.39,2,,,
28-Jan-04,Sunny ,Crow Lane,3a,4.55,7.96,1126.9,81.1,,,,15000,3200,,0.31,3,,,
28-Jan-04,Sunny ,Ashton vale,4,4.67,7.95,895.5,76.4,,,,120000,100000,,0.41,8,,,
28-Jan-04,Sunny ,Hartcliffe Way,5,5.56,7.98,759.9,90,,,,18000,800,,0.45,5,,,
28-Jan-04,Sunny ,Manor Wood,6,6.94,8.07,556.2,85.8,,,,17000,4200,,0.15,3,,,
28-Jan-04,Sunny ,Malago Vale gasworks,7,5.12,8.07,1149.2,77.4,,,,600,200,,0.12,2,,,
28-Jan-04,Sunny ,Lynet Way,8,3.44,8.16,824.6,91.9,,,,16000,4200,,0.07,2,,,
29-Jan-04,Sunny ,Allison Road,9,3.15,7.94,1591.9,87.7,,,,60000,9400,,0.22,4,,,
29-Jan-04,Sunny ,Cadogan Road,10,4.52,7.65,981,80.2,,,,560000,220000,,0.35,15,,,
29-Jan-04,Sunny ,St Georges Park Lake,11,2.82,7.58,447.3,57,,,,600,600,,1.1,4,,,
29-Jan-04,Sunny ,Dubbers Lane,12,10.04,7.72,1890.5,76.2,,,,18000,1600,,34.2,3,,,
29-Jan-04,Sunny ,Eastville Park Lake,13,1.9,7.82,611.5,97.8,,,,600,<200,,0.16,3,,,
29-Jan-04,Sunny ,Snuff Mills,14,3.69,8.09,1279.6,98.3,,,,2200,1400,,0.2,3,,,
29-Jan-04,Sunny ,Mina Park ,15,8.34,8.2,1071.8,93.5,,,,9200,1000,,0.19,3,,,
29-Jan-04,Sunny ,Conham Vale,16,4.97,8.06,701.8,95.7,,,,19000,12000,,0.46,2,,,
18-Feb-04,Sunny ,Avonmouth Rhine,1,8.74,7.44,1328.1,21.9,,,,4200,2000,,26,3,,,
18-Feb-04,Sunny ,Trowbridge Road,2,7.67,8,917.2,77.2,,,,300000,80000,,2.43,8,,,
18-Feb-04,Sunny ,Coombe Dingle,3,7.58,7.87,1409.8,93.8,,,,8200,800,,0.02,<2,,,
18-Feb-04,Sunny ,Crow Lane,3a,7.06,7.72,1648,71.3,,,,80000,14000,,0.32,3,,,
18-Feb-04,Sunny ,Ashton vale,4,7.02,7.85,942,79.9,,,,7400,3400,,0.24,<2,,,
18-Feb-04,Sunny ,Hartcliffe Way,5,7.64,8.01,741,94.8,,,,8600,1600,,0.32,3,,,
18-Feb-04,Sunny ,Manor Wood,6,8.29,7.99,715.9,87,,,,20000,7200,,0.34,5,,,
18-Feb-04,Sunny ,Malago Vale gasworks,7,7.58,8.15,1164,106.3,,,,1800,600,,0.32,2,,,
19-Feb-04,Sunny ,Lynet Way,8,6.58,8.3,735.4,91,,,,31000,5400,,0.75,3,,,
19-Feb-04,Sunny ,Allison Road,9,6.24,8.15,740.2,99.8,,,,12000,3400,,0.85,3,,,
19-Feb-04,Sunny ,Cadogan Road,10,6.79,7.72,892.8,72.1,,,,240000,14000,,0.92,7,,,
19-Feb-04,Sunny ,St Georges Park Lake,11,7.43,7.95,455.9,62.6,,,,1000,800,,1.5,5,,,
19-Feb-04,Sunny ,Dubbers Lane,12,11.26,7.82,2005.3,65.7,,,,3400,400,,43.5,<2,,,
19-Feb-04,Sunny ,Eastville Park Lake,13,6,8.16,588.1,95.7,,,,<200,<200,,0.82,4,,,
19-Feb-04,Sunny ,Snuff Mills,14,6.62,8.4,838.8,96.7,,,,1200,800,,0.82,<2,,,
19-Feb-04,Sunny ,Mina Park ,15,9.95,8.22,1102.1,91.1,,,,4200,1400,,0.8,3,,,
19-Feb-04,Sunny ,Conham Vale,16,7.73,8.16,706.3,86.9,,,,8200,3200,,1,2,,,
10-Mar-04,Bright and dry,Avonmouth Rhine,1,7.81,7.42,1485.4,24.5,,,,4400,1400,,30.1,5,,,
10-Mar-04,Bright and dry,Trowbridge Road,2,6.02,7.9,1121.5,49.3,,,,380000,100000,,3.93,10,,,
10-Mar-04,Bright and dry,Coombe Dingle,3,5.67,8.08,1112.3,105.8,,,,200,200,,0.19,<2,,,
10-Mar-04,Bright and dry,Crow Lane,3a,4.42,7.8,1585.9,76.2,,,,140000,8600,,0.67,3,,,
10-Mar-04,Bright and dry,Ashton vale,4,4.87,7.77,1062.8,60.1,,,,19000,6400,,0.96,3,,,
10-Mar-04,Bright and dry,Hartcliffe Way,5,5.92,8.17,988.4,100.2,,,,7200,800,,0.48,4,,,
10-Mar-04,Bright and dry,Manor Wood,6,7.03,8.02,746.3,77.5,,,,14000,5200,,0.75,3,,,
10-Mar-04,Bright and dry,Malago Vale gasworks,7,6.36,8.34,1081.3,117.4,,,,400,400,,0.3,2,,,
11-Mar-04,drizzle,Lynet Way,8,4.16,8.24,841.9,84.8,,,,18000,4200,,0.11,3,,,
11-Mar-04,drizzle,Allison Road,9,4.65,8.12,606.3,81.7,,,,11000,6400,,0.15,8,,,
11-Mar-04,drizzle,Cadogan Road,10,5.07,7.71,915.2,63.2,,,,60000,5800,,0.27,11,,,
11-Mar-04,drizzle,St Georges Park Lake,11,5.67,7.89,457,64,,,,<200,<200,,0.22,12,,,
11-Mar-04,drizzle,Dubbers Lane,12,10.13,7.94,2062.4,56.3,,,,4800,600,,52,2,,,
11-Mar-04,drizzle,Eastville Park Lake,13,4.69,8.06,589.4,79.1,,,,<200,<200,,0.2,9,,,
11-Mar-04,drizzle,Snuff Mills,14,5.01,8.52,847.4,78.1,,,,<200,<200,,0.13,3,,,
11-Mar-04,drizzle,Mina Park ,15,8.96,8.34,1060.9,68.4,,,,2400,1400,,0.13,4,,,
11-Mar-04,drizzle,Conham Vale,16,6.28,8.35,736.5,74.7,,,,2800,2800,,0.33,3,,,
28-Apr-04,Rain,Avonmouth Rhine,1,13.09,7.36,944.9,46.2,,,,400,200,,3.53,6,,,
28-Apr-04,Rain,Trowbridge Road,2,10.43,7.99,903.6,62.3,,,,80000,2400,,0.32,5,,,
28-Apr-04,Rain,Coombe Dingle,3,11.01,7.91,940.2,75,,,,3200,800,,0.03,2,,,
28-Apr-04,Rain,Crow Lane,3a,10.65,7.86,1064.2,67.8,,,,40000,8200,,0.41,3,,,
28-Apr-04,Rain,Ashton vale,4,10.62,7.95,899.4,73.2,,,,17000,4200,,0.31,3,,,
28-Apr-04,Rain,Hartcliffe Way,5,11.67,7.99,785.2,79.4,,,,5400,1200,,0.2,2,,,
28-Apr-04,Rain,Manor Wood,6,10.63,7.96,590.5,79.9,,,,13000,4800,,0.48,3,,,
28-Apr-04,Rain,Malago Vale gasworks,7,10.71,8.06,1094.1,85.4,,,,1000,800,,0.16,8,,,
29-Apr-04,Heavy rain,Lynet Way,8,9.76,7.9,374.5,90.2,,,,31000,9600,,0.07,3,,,
29-Apr-04,Heavy rain,Allison Road,9,9.75,7.65,238.6,88.3,,,,120000,13000,,0.16,4,,,
29-Apr-04,Heavy rain,Cadogan Road,10,10.12,7.44,292.6,77.9,,,,160000,11000,,0.18,12,,,
29-Apr-04,Heavy rain,St Georges Park Lake,11,13.88,7.74,436.1,52.4,,,,800,400,,0.1,8,,,
29-Apr-04,Heavy rain,Dubbers Lane,12,11,7.61,827.8,72.6,,,,200,<200,,11.7,4,,,
29-Apr-04,Heavy rain,Eastville Park Lake,13,12.88,8.15,317.2,73.2,,,,19000,7200,,0.1,6,,,
29-Apr-04,Heavy rain,Snuff Mills,14,10.4,8.02,730.5,92.9,,,,7600,1600,,0.1,4,,,
29-Apr-04,Heavy rain,Mina Park ,15,10.59,7.97,804.4,86.3,,,,80000,16000,,0.12,4,,,
29-Apr-04,Heavy rain,Conham Vale,16,12.69,8.1,667.6,88.1,,,,5400,3400,,0.29,3,,,
12-May-04,Overcast,Avonmouth Rhine,1,15.13,7.28,1179.2,51.1,,,,1200,600,,9.13,7,,,
12-May-04,Overcast,Trowbridge Road,2,13.55,8.04,897.2,94.4,,,,10000,5400,,0.87,8,,,
12-May-04,Overcast,Coombe Dingle,3,12.62,7.89,856.6,97,,,,9600,3400,,0.16,<2,,,
12-May-04,Overcast,Crow Lane,3a,12.13,7.69,1033.2,78.5,,,,18000,11000,,0.46,<2,,,
12-May-04,Overcast,Ashton vale,4,11.92,7.93,850.6,86.1,,,,7800,3400,,0.28,<2,,,
12-May-04,Overcast,Hartcliffe Way,5,13.03,8.01,759.2,104.9,,,,2200,200,,0.31,<2,,,
12-May-04,Overcast,Manor Wood,6,11.83,7.94,671.7,92.1,,,,6200,2800,,0.38,2,,,
12-May-04,Overcast,Malago Vale gasworks,7,no data,no data,no data,no data,,,,no data,no data,,,no data,,,
13-May-04,Overcast,Lynet Way,8,11.85,8.14,748.1,102.2,,,,80000,2400,,0.17,6,,,
13-May-04,Overcast,Allison Road,9,12.54,8.09,742.3,101.2,,,,21000,13000,,0.53,5,,,
13-May-04,Overcast,Cadogan Road,10,16.03,7.76,444.6,56.9,,,,40000,8800,,0.78,11,,,
13-May-04,Overcast,St Georges Park Lake,11,15.99,7.74,444.7,53.8,,,,200,200,,0.1,11,,,
13-May-04,Overcast,Dubbers Lane,12,12.7,7.6,1867.2,72.4,,,,17000,3600,,38.7,2,,,
13-May-04,Overcast,Eastville Park Lake,13,17.77,8.41,302.1,86.1,,,,400,200,,0.25,7,,,
13-May-04,Overcast,Snuff Mills,14,13.3,8.1,692.1,105.3,,,,1000,<200,,<0.05,<2,,,
13-May-04,Overcast,Mina Park ,15,10.59,7.97,804.4,86.3,,,,3600,2200,,<0.05,<2,,,
13-May-04,Overcast,Conham Vale,16,13.94,8.1,677.4,100.7,,,,1400,1400,,0.16,<2,,,
16-Jun-04,hot & sunny,Avonmouth Rhine,1,19.55,6.8,1181.1,4.1,,,,1200,1200,,6.92,50,,,
16-Jun-04,hot & sunny,Trowbridge Road,2,18.3,7.92,851.9,83,,,,140000,7400,,0.18,16,,,
16-Jun-04,hot & sunny,Coombe Dingle,3,16.57,7.86,968.6,91.4,,,,4000,1600,,0.08,<2,,,
16-Jun-04,hot & sunny,Crow Lane,3a,17.69,7.61,1110.1,46.7,,,,280000,80000,,1.26,4,,,
16-Jun-04,hot & sunny,Ashton vale,4,16.89,7.76,1180.5,46.1,,,,22000,7600,,0.24,2,,,
16-Jun-04,hot & sunny,Hartcliffe Way,5,18.49,7.85,817.2,83.4,,,,3200,1200,,0.13,<2,,,
16-Jun-04,hot & sunny,Manor Wood,6,16.64,7.74,695.8,78.7,,,,11000,8000,,0.17,4,,,
16-Jun-04,hot & sunny,Malago Vale gasworks,7,17.18,7.85,924,71.1,,,,6600,1400,,0.2,2,,,
17-Jun-04,overcast,Lynet Way,8,15.51,7.98,861.3,65.3,,,,34000,4600,,0.57,9,,,
17-Jun-04,overcast,Allison Road,9,15.35,7.82,1219.4,68.9,,,,52000,10000,,0.86,20,,,
17-Jun-04,overcast,Cadogan Road,10,14.65,7.69,611.1,38.4,,,,40000,12000,,0.84,5,,,
17-Jun-04,overcast,St Georges Park Lake,11,21.51,7.91,481.7,56.3,,,,600,200,,0.51,8,,,
17-Jun-04,overcast,Dubbers Lane,12,14.22,7.86,1932,65.7,,,,3200,2200,,42.5,3,,,
17-Jun-04,overcast,Eastville Park Lake,13,22.08,8.16,380.7,45.2,,,,200,<200,,0.55,9,,,
17-Jun-04,overcast,Snuff Mills,14,16.94,8.1,854,75.4,,,,400,<200,,0.51,2,,,
17-Jun-04,overcast,Mina Park ,15,13.63,8.19,1073.6,99.6,,,,6000,3200,,0.51,4,,,
17-Jun-04,overcast,Conham Vale,16,20.36,8.04,753.8,79.2,,,,2600,400,,0.63,2,,,
01-Apr-04,,Lawrence Weston Moor,1a,13.2,7.6,548,58,,4.5,,,,,,,,2.5,
01-Apr-04,,KingsWeston Rhine,Plymouth Uni 3,13.4,7.7,3200,179,,1.6,,,,,,,,<lod,
21-Jul-04,overcast with drizzle,Avonmouth Rhine,1,16.7,6.64,1038.1,0.2,,,,"17,000","3,400",,3.96,28,,,
21-Jul-04,overcast with drizzle,Trowbridge Road,2,16.67,7.77,672.5,51.3,,,,"860,000","240,000",,1.95,11,,,
21-Jul-04,overcast with drizzle,Coombe Dingle,3,15.35,7.85,929,88.7,,,,18000,2200,,0.05,2,,,
21-Jul-04,overcast with drizzle,Crow Lane,3a,16.03,7.73,916.5,59.4,,,,720000,60000,,0.81,12,,,
21-Jul-04,overcast with drizzle,Ashton vale,4,15.59,7.65,1104,14.3,,,,1300000,500000,,2.47,6,,,
21-Jul-04,overcast with drizzle,Hartcliffe Way,5,16.59,7.82,724.4,81.4,,,,4200,<200,,0.06,4,,,
21-Jul-04,overcast with drizzle,Manor Wood,6,16.03,7.82,723.9,84.2,,,,320000,40000,,0.18,2,,,
21-Jul-04,overcast with drizzle,Malago Vale gasworks,7,15.52,7.68,886.9,39.5,,,,20000,5400,,2.54,5,,,
22-Jul-04,overcast with drizzle,Lynet Way,8,15.63,7.82,325.3,79.7,,,,540000,140000,,0.42,8,,,
22-Jul-04,overcast with drizzle,Allison Road,9,16.18,7.8,335.6,77.2,,,,720000,420000,,0.74,7,,,
22-Jul-04,overcast with drizzle,Cadogan Road,10,16.04,7.56,355.7,42.6,,,,820000,180000,,0.94,8,,,
22-Jul-04,overcast with drizzle,St Georges Park Lake,11,19.26,7.79,475.2,42.7,,,,2800,2000,,0.46,12,,,
22-Jul-04,overcast with drizzle,Dubbers Lane,12,15.19,7.49,835.7,70.9,,,,80000,17000,,13.5,2,,,
22-Jul-04,overcast with drizzle,Eastville Park Lake,13,19.95,7.77,545.3,18.8,,,,5400,3400,,0.26,5,,,
22-Jul-04,overcast with drizzle,Snuff Mills,14,15.86,7.98,788.5,77.9,,,,3000,800,,0.17,2,,,
22-Jul-04,overcast with drizzle,Mina Park ,15,15.18,7.94,657.5,83.1,,,,420000,10000,,0.41,9,,,
22-Jul-04,overcast with drizzle,Conham Vale,16,18.25,7.87,731.5,78.2,,,,18000,16000,,0.31,2,,,
18-Aug-04,overcast with drizzle,Avonmouth Rhine,1,16.69,6.85,915.1,11.6,,,,8600,5000,,14.8,46,,,
18-Aug-04,overcast with drizzle,Trowbridge Road,2,17.84,7.92,741.2,76.7,,,,25000,21000,,0.65,5,,,
18-Aug-04,overcast with drizzle,Coombe Dingle,3,16.35,7.74,620.8,90.7,,,,6600,1800,,0.14,4,,,
18-Aug-04,overcast with drizzle,Crow Lane,3a,16.86,7.69,642.4,71.1,,,,60000,28000,,0.31,7,,,
18-Aug-04,overcast with drizzle,Ashton vale,4,16.36,7.71,948.4,39.3,,,,80000,9000,,0.2,<2,,,
18-Aug-04,overcast with drizzle,Hartcliffe Way,5,17.21,7.78,629.2,87.6,,,,52000,15000,,0.15,4,,,
18-Aug-04,overcast with drizzle,Manor Wood,6,17.87,7.77,379.3,71.5,,,,37000,15000,,0.2,4,,,
18-Aug-04,overcast with drizzle,Malago Vale gasworks,7,16.78,7.79,653.3,64.9,,,,11000,3600,,0.12,2,,,
19-Aug-04,sunny spells with showers,Lynet Way,8,15.34,8.02,726.9,82.5,,,,25000,7800,,0.08,<2,,,
19-Aug-04,sunny spells with showers,Allison Road,9,15.85,7.95,672,81.8,,,,12000,5600,,0.1,<2,,,
19-Aug-04,sunny spells with showers,Cadogan Road,10,15.89,7.74,853.3,46.9,,,,100000,18000,,0.52,2,,,
19-Aug-04,sunny spells with showers,St Georges Park Lake,11,16.54,8.15,733.9,94.6,,,,1400,200,,0.2,2,,,
19-Aug-04,sunny spells with showers,Dubbers Lane,12,14.91,7.76,1739.7,75.6,,,,3600,2200,,21.9,2,,,
19-Aug-04,sunny spells with showers,Eastville Park Lake,13,19.93,8.04,579,55.6,,,,1800,1200,,0.11,<2,,,
19-Aug-04,sunny spells with showers,Snuff Mills,14,16.54,8.15,733.9,94.6,,,,1600,1200,,0.16,2,,,
19-Aug-04,sunny spells with showers,Mina Park ,15,16.44,8.09,1043.2,81.5,,,,8200,3200,,0.12,2,,,
19-Aug-04,sunny spells with showers,Conham Vale,16,19.26,8.02,739.8,79.1,,,,7400,1800,,0.15,<2,,,
08-Sep-04,sunny,Avonmouth Rhine,1,14.24,6.73,759.5,26.4,,,,8200,1200,,,11,,,
08-Sep-04,sunny,Trowbridge Road,2,15.91,8.1,784.1,98.3,,,,53000,8600,,,2,,,
08-Sep-04,sunny,Coombe Dingle,3,14.4,7.52,937.8,96.5,,,,7200,1600,,,2,,,
08-Sep-04,sunny,Crow Lane,3a,14.63,7.66,1014.1,60.2,,,,60000,4200,,,2,,,
08-Sep-04,sunny,Ashton vale,4,14.87,7.71,1222.6,32.1,,,,280000,15000,,,6,,,
08-Sep-04,sunny,Hartcliffe Way,5,16.17,7.91,769.3,96.4,,,,3400,800,,,2,,,
08-Sep-04,sunny,Manor Wood,6,16.06,7.83,719.1,79.6,,,,16000,10000,,,2,,,
08-Sep-04,sunny,Malago Vale gasworks,7,15.21,7.77,846.5,79.4,,,,17000,9600,,,2,,,
09-Sep-04,sunny,Lynet Way,8,14.03,8.03,796,84.4,,,,21000,6200,,,4,,,
09-Sep-04,sunny,Allison Road,9,14.69,7.96,797,76.2,,,,19000,7000,,,2,,,
09-Sep-04,sunny,Cadogan Road,10,13.95,7.79,874,46.1,,,,40000,21000,,,7,,,
09-Sep-04,sunny,St Georges Park Lake,11,19.58,7.89,461.7,55.5,,,,600,200,,,10,,,
09-Sep-04,sunny,Dubbers Lane,12,14.56,7.84,1837.9,74.1,,,,2600,1600,,,4,,,
09-Sep-04,sunny,Eastville Park Lake,13,20.14,8.13,619.6,79.2,,,,2800,200,,,6,,,
09-Sep-04,sunny,Snuff Mills,14,15.39,8.28,848.9,94.9,,,,200,200,,,3,,,
09-Sep-04,sunny,Mina Park ,15,15.58,8.26,1085.6,91.8,,,,7800,2200,,,2,,,
09-Sep-04,sunny,Conham Vale,16,17.8,8.07,714.4,80.4,,,,2200,600,,,3,,,
15-Sep-04,sunny,Stonebridge Park Access,CB5,,,,,,,,21000,11000,,,,,,
15-Sep-04,sunny,Royate Hill Nature Reserve,CB6,,,,,,,,30000,9000,,,,,,
27-Oct-04,overcast,Avonmouth Rhine,1,9.68,7.51,737.2,27.5,,,,3600,200,,0.22,2,,,
27-Oct-04,overcast,Trowbridge Road,2,12.77,7.83,834.4,79.7,,,,14000,4600,,0.14,3,,,
27-Oct-04,overcast,Coombe Dingle,3,10.99,7.8,836.6,89.1,,,,4600,1400,,0.18,2,,,
27-Oct-04,overcast,Crow Lane,3a,11.39,7.67,874.1,79.2,,,,17000,3200,,0.05,2,,,
27-Oct-04,overcast,Ashton vale,4,10.43,7.9,751.3,79.7,,,,6200,800,,0.06,2,,,
27-Oct-04,overcast,Hartcliffe Way,5,11.48,7.94,702.1,86.9,,,,8800,3400,,0.42,2,,,
27-Oct-04,overcast,Hareclive Road,5a,11.2,8.12,622.8,93.2,,,,13000,10000,,0.08,2,,,
27-Oct-04,overcast,Manor Wood,6,11.79,7.98,647.6,88.4,,,,19000,15000,,0.02,2,,,
27-Oct-04,overcast,Malago Vale gasworks,7,11.42,7.86,740,74.5,,,,8200,2000,,0.01,2,,,
28-Oct-04,sunny,Lynet Way,8,11.79,8.02,536.4,100.7,,,,19000,10000,,0.05,2,,,
28-Oct-04,sunny,Allison Road,9,11.92,8.03,395.9,92.2,,,,5800,4800,,0.15,2,,,
28-Oct-04,sunny,Cadogan Road,10,12.59,7.75,616,83.2,,,,16000,5200,,0.2,4,,,
28-Oct-04,sunny,St Georges Park Lake,11,11.27,7.9,426.5,33.9,,,,200,200,,0.52,3,,,
28-Oct-04,sunny,Dubbers Lane,12,12.78,7.6,1086.8,82.5,,,,5400,1600,,9.11,2,,,
28-Oct-04,sunny,Eastville Park Lake,13,10.43,7.99,565.8,77.8,,,,800,800,,0.29,2,,,
28-Oct-04,sunny,Snuff Mills,14,11.07,8.06,489.6,101.1,,,,8200,3800,,0.42,6,,,
28-Oct-04,sunny,Mina Park ,15,12.23,7.94,866.5,80.9,,,,40000,10000,,0.02,2,,,
28-Oct-04,sunny,Conham Vale,16,10.9,8,601.4,101.4,,,,20000,11000,,0.25,2,,,
28-Oct-04,sunny,Stonebridge Park Access,CB5,,,,,,,,17000,3200,,,,,,
28-Oct-04,sunny,Royate Hill Nature Reserve,CB6,,,,,,,,18000,2800,,,,,,
24-Nov-04,sunny,Avonmouth Rhine,1,8.98,7.63,1100.5,5.9,,,,1600,200,,10.8,2,,,
24-Nov-04,sunny,Trowbridge Road,2,11.65,8.05,914.7,98.6,,,,1100000,140000,,0.4,8,,,
24-Nov-04,sunny,Coombe Dingle,3,10.11,7.99,916.5,95.1,,,,2400,1200,,<0.01,9,,,
24-Nov-04,sunny,Crow Lane,3a,10.28,7.91,1019.5,75.1,,,,19000,6600,,0.28,2,,,
24-Nov-04,sunny,Ashton vale,4,9.66,8.02,779.9,89.7,,,,8200,3400,,0.35,2,,,
24-Nov-04,sunny,Hartcliffe Way,5,10.72,8.03,732,95.2,,,,14000,4200,,0.12,2,,,
24-Nov-04,sunny,Hareclive Road,5a,10.72,8.13,644,102,,,,24000,14000,,0.01,2,,,
24-Nov-04,sunny,Manor Wood,6,11.26,7.99,690,93.5,,,,40000,9400,,0.29,4,,,
24-Nov-04,sunny,Malago Vale gasworks,7,10.52,8.03,771.9,82.5,,,,1400,1000,,<0.01,2,,,
24-Nov-04,sunny,Lynet Way,8,8.85,8.18,675,100.2,,,,2600,400,,0.06,2,,,
25-Nov-04,sunny,Allison Road,9,8.58,7.47,2.9,112.9,,,,340000,14000,,0.31,9,,,
25-Nov-04,sunny,Cadogan Road,10,9.64,8.02,838.6,89.3,,,,14000,2400,,0.12,8,,,
25-Nov-04,sunny,St Georges Park Lake,11,8.33,8.1,431.7,41.7,,,,600,200,,0.68,4,,,
25-Nov-04,sunny,Dubbers Lane,12,11.59,7.89,1637.7,76.5,,,,2800,800,,22.3,2,,,
25-Nov-04,sunny,Eastville Park Lake,13,7.87,8.09,602.1,65.4,,,,600,200,,0.79,5,,,
